ubuntu@client-measure-4brn:~/memcache-perf-dynamic$ ./mcperf -s 10.156.15.231 -a 10.156.15.230 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (48062, 15472, 66738, 9015, 46761, 97827, 78388, 93237, 78827, 56131, 51936, 45094, 8629, 10073, 59188, 45544, 70109, 37633, 16658, 52048, 23330, 75902, 21482, 87126, 77182, 64867, 12279, 75260, 65924, 91370, 64515, 67444, 88040, 57140, 98571, 49407, 94723, 75084, 48581, 95456, 41678, 62559, 65060, 25369, 52206, 24658, 72359, 34445, 23944, 48343, 81504, 26134, 87404, 97316, 40636, 41594, 80911, 35186, 21270, 46094, 88504, 56303, 90015, 86570, 42676, 33031, 89508, 27973, 21047, 88662, 54014, 10487, 74425, 86447, 63109, 9480, 58453, 33382, 15766, 65390, 48929, 45973, 51126, 12158, 48455, 53683, 45257, 83521, 14670, 79692, 70408, 34139, 90749, 78039, 18338, 76364, 86516, 86777, 7205, 29022, 76070, 91596, 64739, 44391, 72399, 43377, 37209, 5987, 76358, 77738, 95049, 41857, 35980, 64838, 81690, 22891, 19850, 23658, 90906, 52744, 42298, 46712, 26377, 83500, 39645, 96794, 16848, 8241, 44488, 88745, 19058, 17673, 15170, 30099, 28486, 86469, 49789, 61094, 51004, 48085, 23424, 51481, 84055, 59590, 55196, 9597, 28273, 27798, 28865, 7929, 24384, 30475, 80948, 88869, 11307, 89536, 8640, 94675, 22176, 68688, 92209, 93689, 81855, 38963, 39165, 23014, 92021, 72336, 41247, 49114, 18564, 68159, 40291, 42868, 20373, 64358, 95326, 40472, 39909, 73439)
Average QPS expected = 52939
Timestamp start: 1621968344862
Timestamp end: 1621970145426

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      493.5  1073.0    59.1   119.7   154.7   361.5   437.6   491.7   538.9   606.0   699.9   876.9  4097.8 12786.7 33141.5  90864.8    90906
read      519.7   877.7    63.8   105.1   126.5   320.4   423.0   496.5   570.9   727.8  1101.3  1654.8  2946.1  8740.3 31712.3  52591.4    52744
read      394.8   471.7    59.1   103.0   123.4   314.9   399.2   452.0   494.7   551.5   658.3  1019.7  1698.0  4842.1 15515.0  42266.3    42298
read      348.3   312.1    59.1   103.7   124.0   313.4   394.5   441.3   475.9   520.3   581.4   693.6  1023.0  2428.9 11131.1  46673.4    46712
read      323.2   274.5    59.1   104.2   124.6   287.5   356.9   400.3   434.0   474.4   532.9   645.0   979.9  1953.2 10000.9  26327.7    26377
read      342.6   247.5    59.1   106.2   127.9   312.3   390.7   434.6   468.8   513.2   577.9   687.0   937.3  2031.1  8332.2  83512.5    83500
read      344.3   272.6    59.1   103.4   124.0   311.8   388.1   433.1   468.3   513.4   575.2   680.0  1002.5  2371.5 10533.5  39658.0    39645
read      340.6   256.4    59.1   109.3   132.5   311.1   386.8   430.3   464.6   508.3   571.1   677.2   902.2  1591.1  8252.6  96862.8    96794
read      295.8   320.1    63.8   107.5   128.1   266.6   323.8   358.1   383.9   415.9   460.3   539.4   815.9  3830.6 12384.5  16776.7    16848
read      265.7   323.7    63.8   122.5   145.1   235.3   275.7   298.8   316.8   340.9   379.7   472.4   740.0  3491.4 11427.8   8199.5     8241
read      362.4   286.1    54.7   105.8   128.2   324.5   411.2   461.8   499.7   546.5   614.1   727.0  1018.3  2758.4  8938.9  44366.2    44488
read      344.7   249.8    59.1   108.3   130.3   314.2   391.9   437.2   472.9   519.3   583.8   690.0   921.9  1759.7  8157.7  88629.5    88745
read      319.3   263.7    63.8   105.8   126.2   287.8   360.4   401.9   431.7   466.9   516.7   611.0   839.6  3060.5 10755.9  19160.6    19058
read      313.8   241.4    63.8   105.3   125.4   284.8   354.8   394.7   424.3   460.7   512.4   608.4   823.2  1457.2  8830.3  17659.0    17673
read      310.8   278.5    63.8   110.6   132.0   284.6   346.4   381.5   407.3   440.6   485.7   563.3   798.6  3807.1  8106.7  15185.4    15170
read      338.4   265.8    59.1   105.5   125.6   305.8   382.3   431.0   466.3   508.9   567.5   668.1   937.0  2034.3  9133.8  30046.2    30099
read      327.7   250.9    59.1   105.3   125.4   295.2   369.6   415.8   449.4   490.5   544.2   637.1   907.4  2074.8  8852.5  28557.4    28486
read      330.6   243.6    59.1   105.8   127.2   301.3   376.1   420.9   455.9   499.5   559.1   655.4   867.6  1904.0  7283.7  86380.4    86469
read      328.7   223.5    59.1   102.8   123.0   299.8   375.1   419.9   453.9   495.6   551.0   643.9   909.1  1613.4  7000.0  49684.6    49789
